confidence,end,id,metadata,start,text,type
1.0,,2%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2%""}",,2%,PERCENT
1.0,,893,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""893""}",,893,CARDINAL
1.0,,SOL,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""SOL""}",,SOL,ORG
1.0,,4%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4%""}",,4%,PERCENT
1.0,,136,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""136""}",,136,CARDINAL
1.0,,ZEC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""ZEC""}",,ZEC,ORG
1.0,,+4%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""+4%""}",,+4%,GPE
1.0,,BlackRock,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BlackRock""}",,BlackRock,ORG
1.0,,Larry Fink,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Larry Fink""}",,Larry Fink,PERSON
1.0,,BTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BTC""}",,BTC,ORG
1.0,,$126K,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""$126k""}",,$126K,MONEY
1.0,,$80,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""$80""}",,$80,MONEY
1.0,,IMF,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""IMF""}",,IMF,ORG
1.0,,Solana,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Solana""}",,Solana,ORG
1.0,,Coinbase’s Base,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Coinbase\u2019s base""}",,Coinbase’s Base,PERSON
1.0,,Coinbase,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""coinbase""}",,Coinbase,ORG
1.0,,CFTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""CFTC""}",,CFTC,ORG
1.0,,CFTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""CFTC""}",,CFTC,ORG
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,U.K.,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""U.K.""}",,U.K.,GPE
1.0,,UK,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""UK""}",,UK,GPE
1.0,,$11.4M,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""$11.4m""}",,$11.4M,MONEY
1.0,,October-November,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""October-November""}",,October-November,DATE
1.0,,1141,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1141""}",,1141,DATE
1.0,,36,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""36""}",,36,CARDINAL
1.0,,2-4%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2-4%""}",,2-4%,PERCENT
1.0,,start_char=61,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=61""}",,start_char=61,PERSON
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,2%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2%""}",,2%,PERCENT
1.0,,"91,400","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""91,400""}",,"91,400",CARDINAL
1.0,,start_char=76,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=76""}",,start_char=76,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,2%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2%""}",,2%,PERCENT
1.0,,"3,130","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""3,130""}",,"3,130",CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,2%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2%""}",,2%,PERCENT
1.0,,start_char=115,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=115""}",,start_char=115,ORG
1.0,,end_char=127,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=127""}",,end_char=127,NORP
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'4%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'4%""}",,'4%,PERCENT
1.0,,ZEC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""ZEC""}",,ZEC,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Larry Fink',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Larry Fink'""}",,Larry Fink',PERSON
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Entity(text='$80K',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='$80K'""}",,Entity(text='$80K',ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,80k,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""80k""}",,80k,CARDINAL
1.0,,Solana,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Solana""}",,Solana,ORG
1.0,,end_char=590,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=590""}",,end_char=590,PERSON
1.0,,Coinbase’s Base',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Coinbase\u2019s Base'""}",,Coinbase’s Base',PERSON
1.0,,Coinbase,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""coinbase""}",,Coinbase,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,CFTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""CFTC""}",,CFTC,ORG
1.0,,CFTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""CFTC""}",,CFTC,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,Entity(text='U.K.,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='U.K.""}",,Entity(text='U.K.,PERSON
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,U.K.,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""U.K.""}",,U.K.,GPE
1.0,,UK,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""UK""}",,UK,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,11.4,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""11.4""}",,11.4,CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,end_char=1041,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=1041""}",,end_char=1041,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,October-November',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""October-November'""}",,October-November',DATE
1.0,,$1 Billion,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""$1 billion""}",,$1 Billion,MONEY
1.0,,CFTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""CFTC""}",,CFTC,ORG
1.0,,U.S,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""U.S""}",,U.S,GPE
1.0,,123,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""123""}",,123,CARDINAL
1.0,,6,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6""}",,6,CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,$1 billion,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""$1 billion""}",,$1 billion,MONEY
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,CFTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""CFTC""}",,CFTC,ORG
1.0,,Entity(text='U.S,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='U.S""}",,Entity(text='U.S,GPE
1.0,,U.S,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""U.S""}",,U.S,GPE
1.0,,ETH,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""eth""}",,ETH,ORG
1.0,,post-Fusaka,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""post-fusaka""}",,post-Fusaka,ORG
1.0,,BTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BTC""}",,BTC,ORG
1.0,,1%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1%""}",,1%,PERCENT
1.0,,"93,000","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""93,000""}",,"93,000",CARDINAL
1.0,,ETH,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""eth""}",,ETH,ORG
1.0,,4%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4%""}",,4%,PERCENT
1.0,,"3,190","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""3,190""}",,"3,190",CARDINAL
1.0,,BNB,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BNB""}",,BNB,ORG
1.0,,SOL,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""SOL""}",,SOL,ORG
1.0,,1%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1%""}",,1%,PERCENT
1.0,,909,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""909""}",,909,CARDINAL
1.0,,143,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""143""}",,143,CARDINAL
1.0,,ZEC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""ZEC""}",,ZEC,ORG
1.0,,TAO,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""TAO""}",,TAO,PERSON
1.0,,+6%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""+6%""}",,+6%,GPE
1.0,,ETH,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""eth""}",,ETH,ORG
1.0,,Monday,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Monday""}",,Monday,DATE
1.0,,the Dealbook Summit,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the Dealbook Summit""}",,the Dealbook Summit,ORG
1.0,,Brian Armstrong,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Brian Armstrong""}",,Brian Armstrong,PERSON
1.0,,Coinbase,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""coinbase""}",,Coinbase,ORG
1.0,,BlackRock,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BlackRock""}",,BlackRock,ORG
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,U.S.,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""U.S.""}",,U.S.,GPE
1.0,,AI,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""AI""}",,AI,GPE
1.0,,Binance Junior,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Binance Junior""}",,Binance Junior,PERSON
1.0,,Startale-Sony’s Soneium,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Startale-Sony\u2019s soneium""}",,Startale-Sony’s Soneium,ORG
1.0,,985,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""985""}",,985,CARDINAL
1.0,,29,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""29""}",,29,CARDINAL
1.0,,start_char=61,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=61""}",,start_char=61,PERSON
1.0,,start_char=76,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=76""}",,start_char=76,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,1%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1%""}",,1%,PERCENT
1.0,,"93,000","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""93,000""}",,"93,000",CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'4%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'4%""}",,'4%,PERCENT
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,1%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1%""}",,1%,PERCENT
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,ZEC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""ZEC""}",,ZEC,ORG
1.0,,TAO,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""TAO""}",,TAO,PERSON
1.0,,Monday,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Monday""}",,Monday,DATE
1.0,,Entity(text='the Dealbook Summit',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='the Dealbook Summit'""}",,Entity(text='the Dealbook Summit',ORG
1.0,,the Dealbook Summit',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the Dealbook Summit'""}",,the Dealbook Summit',ORG
1.0,,Armstrong,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Armstrong""}",,Armstrong,PERSON
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Brian Armstrong',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Brian Armstrong'""}",,Brian Armstrong',PERSON
1.0,,end_char=482,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=482""}",,end_char=482,PERSON
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Coinbase,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""coinbase""}",,Coinbase,ORG
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,Entity(text='U.S.,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='u.s.""}",,Entity(text='U.S.,PERSON
1.0,,U.S.,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""U.S.""}",,U.S.,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Startale-Sony’s Soneium',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Startale-Sony\u2019s soneium'""}",,Startale-Sony’s Soneium',ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,"Chunk(text=""Decrypt","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Chunk(text=\""Decrypt""}",,"Chunk(text=""Decrypt",GPE
1.0,,daily,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""daily""}",,daily,DATE
1.0,,December 4th 2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""December 4th 2025""}",,December 4th 2025,DATE
1.0,,96,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""96""}",,96,CARDINAL
1.0,,3,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""3""}",,3,CARDINAL
1.0,,Decrypt,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""decrypt""}",,Decrypt,PERSON
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,daily,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""daily""}",,daily,DATE
1.0,,4th,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4th""}",,4th,ORDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,December 4th 2025',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""December 4th 2025'""}",,December 4th 2025',DATE
1.0,,6-10%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6-10%""}",,6-10%,PERCENT
1.0,,Vanguard,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Vanguard""}",,Vanguard,ORG
1.0,,Bank of America,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Bank of America""}",,Bank of America,ORG
1.0,,BTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BTC""}",,BTC,ORG
1.0,,6%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6%""}",,6%,PERCENT
1.0,,"92,900","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""92,900""}",,"92,900",CARDINAL
1.0,,ETH,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""eth""}",,ETH,ORG
1.0,,9%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""9%""}",,9%,PERCENT
1.0,,"3,070","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""3,070""}",,"3,070",CARDINAL
1.0,,BNB,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BNB""}",,BNB,ORG
1.0,,7%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""7%""}",,7%,PERCENT
1.0,,899,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""899""}",,899,CARDINAL
1.0,,SOL,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""SOL""}",,SOL,ORG
1.0,,10%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10%""}",,10%,PERCENT
1.0,,142,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""142""}",,142,CARDINAL
1.0,,24%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""24%""}",,24%,PERCENT
1.0,,19%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""19%""}",,19%,PERCENT
1.0,,18%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""18%""}",,18%,PERCENT
1.0,,Ethereum’s Fusaka,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Ethereum\u2019s fusaka""}",,Ethereum’s Fusaka,ORG
1.0,,today,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""today""}",,today,DATE
1.0,,Bank of America,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Bank of America""}",,Bank of America,ORG
1.0,,1-4%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1-4%""}",,1-4%,PERCENT
1.0,,Merrill Lynch,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Merrill Lynch""}",,Merrill Lynch,ORG
1.0,,the Private Bank,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the Private Bank""}",,the Private Bank,ORG
1.0,,Kraken,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""kraken""}",,Kraken,ORG
1.0,,CCIP,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""CCIP""}",,CCIP,ORG
1.0,,Kevin Hassett,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Kevin Hassett""}",,Kevin Hassett,PERSON
1.0,,85%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""85%""}",,85%,PERCENT
1.0,,Federal Reserve Chair,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Federal Reserve Chair""}",,Federal Reserve Chair,ORG
1.0,,Jerome Powell,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Jerome Powell""}",,Jerome Powell,PERSON
1.0,,He Yi,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""he Yi""}",,He Yi,PERSON
1.0,,UK,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""UK""}",,UK,GPE
1.0,,1178,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1178""}",,1178,CARDINAL
1.0,,35,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""35""}",,35,CARDINAL
1.0,,Entity(text='6-10%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='6-10%""}",,Entity(text='6-10%,PERCENT
1.0,,6-10%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6-10%""}",,6-10%,PERCENT
1.0,,Bank of America',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Bank of America'""}",,Bank of America',ORG
1.0,,6%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6%""}",,6%,PERCENT
1.0,,"92,900","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""92,900""}",,"92,900",CARDINAL
1.0,,'9%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'9%""}",,'9%,PERCENT
1.0,,'7%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'7%""}",,'7%,PERCENT
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10%""}",,'10%,PERCENT
1.0,,24%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""24%""}",,24%,PERCENT
1.0,,Entity(text='19%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='19%""}",,Entity(text='19%,PERCENT
1.0,,'19%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'19%""}",,'19%,PERCENT
